TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ALPK3;7,78;;-7,17;2,46;0,55;24,13;-4,96;-36,79;-53,14;-104,14;-51,20;2,37;2,64;-3,02;-0,61;0,32;-34,25;-7,70;-1,38;0,22;0,77;0,21;;;269.248,22;3,17;-1,09;-0,02;1.482.348.960,90
ALSO3;27,81;0,81;69,05;1,12;0,68;65,03;30,24;13,99;31,94;34,35;2,51;0,09;9,66;5,31;-0,82;4,32;1,62;0,99;2,07;0,61;0,30;0,07;19,22;-0,15;47.809.024,93;24,80;0,40;6,51;7.337.986.400,58
ALUP11;26,28;3,20;7,09;1,26;0,33;60,24;58,47;16,65;2,02;3,92;1,90;1,19;1,18;4,63;-0,39;1,71;17,83;4,62;15,55;0,26;0,59;0,28;32,68;29,19;19.923.536,30;20,79;3,71;0,11;7.680.502.120,16
ALUP3;8,60;3,26;6,96;1,24;0,32;60,24;58,47;16,65;1,98;3,92;1,90;1,19;1,16;4,54;-0,39;1,71;17,83;4,62;15,55;0,26;0,59;0,28;32,68;29,19;198.527,56;6,93;1,24;0,11;7.680.502.120,16
ALUP4;8,88;3,15;7,19;1,28;0,33;60,24;58,47;16,65;2,05;3,92;1,90;1,19;1,20;4,69;-0,40;1,71;17,83;4,62;15,55;0,26;0,59;0,28;32,68;29,19;247.552,44;6,93;1,24;0,12;7.680.502.120,16
AMAR3;8,26;;;2,29;0,66;39,38;-12,13;0,00;-9,00;-14,00;-4,99;1,27;1,09;8,53;-1,33;1,18;0,00;0,00;-10,34;0,29;0,71;0,60;-7,53;;99.853.539,67;3,61;0,00;;2.156.133.929,36
AMBP3;43,55;0,22;73,61;3,97;2,53;21,92;18,24;8,14;32,83;31,43;-1,29;-0,16;5,99;9,60;-4,43;2,58;5,39;3,43;7,16;0,64;0,34;0,42;;;29.327.382,33;10,98;0,59;0,74;4.910.439.366,24
ANIM3;12,90;;174,79;2,04;1,05;52,20;12,99;1,99;26,76;28,00;1,21;0,09;3,48;3,82;-1,67;3,76;1,16;0,60;4,73;0,51;0,48;0,30;11,24;;35.693.641,37;6,34;0,07;-1,21;5.173.559.392,05
APER3;47,75;;4.152,85;1,90;1,23;100,00;-2,85;0,12;-175,42;-175,42;;;5,00;5,03;-1,89;3,28;0,05;0,03;;0,65;0,35;0,25;-11,42;;6.622.112,56;25,14;0,01;-39,19;545.880.371,70
APTI3;197,64;;0,07;0,01;0,01;50,30;486,77;396,44;0,06;0,75;0,04;0,01;0,28;0,05;-0,01;2,15;20,23;10,85;19,69;0,54;0,46;0,03;-22,74;84,17;;13.700,51;2.771,98;0,00;44.442.750,00
APTI4;3.500,00;;1,26;0,26;0,14;50,30;486,77;396,44;1,03;0,75;0,04;0,01;5,01;0,88;-0,19;2,15;20,23;10,85;19,69;0,54;0,46;0,03;-22,74;84,17;;13.700,51;2.771,98;0,00;44.442.750,00
ARZZ3;94,91;0,90;180,21;6,90;3.334,71;48,54;5,20;3,06;106,02;106,61;1,04;0,07;5,51;17,52;-7,20;1,55;3,83;1.850,45;3,96;483,64;516,36;604,97;7,26;-16,50;52.330.463,63;13,76;0,53;-2,64;9.428.120.706,82
ASAI3;85,95;0,37;19,54;14,54;1,31;17,64;5,34;3,03;11,10;13,41;2,31;3,02;0,59;-141,79;-2,19;0,98;74,40;6,72;18,34;0,09;0,91;2,21;;;129.321.360,33;5,91;4,40;;22.998.646.911,69
ATMP3;7,30;;-1,20;1,47;0,11;5,49;-10,47;-16,68;-1,91;-4,58;-2,67;2,05;0,20;-0,49;-0,14;0,48;-122,21;-9,16;-29,94;0,07;0,93;0,55;-16,98;;1.088.163,93;4,98;-6,08;0,02;191.875.982,40
ATOM3;7,08;4,24;11,44;9,55;4,63;100,00;35,35;35,50;11,49;10,27;-1,11;-0,93;4,06;6,22;-255,11;4,12;83,41;40,42;78,92;0,48;0,52;1,14;;;797.237,89;0,74;0,62;0,07;148.591.847,34
AURA33;67,91;6,76;8,90;3,14;1,48;45,23;31,96;27,16;7,56;7,01;-0,55;-0,23;2,42;13,13;-2,61;1,36;35,29;16,69;27,80;0,47;0,53;0,61;;;24.453.127,11;21,63;7,63;0,00;4.803.413.034,00
AVLL3;26,88;;-1,83;1,86;0,27;-12,48;-102,43;-126,07;-2,26;-4,82;-2,56;2,11;2,31;2,89;-0,45;1,31;-101,29;-14,69;-20,92;0,14;0,85;0,12;;;319.913,52;14,46;-14,65;0,10;602.536.542,72
AZEV3;6,70;;0,91;-2,04;2,89;-490,30;8.092,30;7.652,35;0,86;0,82;0,00;;69,93;161,58;-7,06;1,03;-223,59;315,76;-236,26;-1,41;2,41;0,04;-38,42;;2.005.170,07;-3,28;7,33;0,00;126.984.000,00
AZEV4;6,25;;0,85;-1,91;2,69;-490,30;8.092,30;7.652,35;0,81;0,82;0,00;;65,23;150,73;-6,58;1,03;-223,59;315,76;-236,26;-1,41;2,41;0,04;-38,42;;9.458.140,89;-3,28;7,33;0,00;126.984.000,00
AZUL4;41,63;;-7,04;-3,11;3,46;-3,66;-37,84;-156,71;-29,14;-32,04;-3,04;;11,02;-9,24;-4,94;0,45;-44,18;-49,17;19,84;-1,11;2,11;0,31;-1,70;;234.023.671,96;-13,39;-5,92;0,50;52.217.597.279,76
B3SA3;16,13;6,39;22,55;4,06;2,14;90,38;61,43;44,64;16,38;14,90;-1,42;-0,35;10,06;13,39;-3,37;1,78;18,00;9,49;13,99;0,53;0,47;0,21;33,29;13,50;855.201.344,04;3,97;0,72;0,57;97.709.700.000,00
BAHI3;84,70;;-5,15;1,15;0,34;40,93;-4,94;-18,01;-18,79;-13,58;5,20;-0,32;0,93;-6,12;-0,44;0,80;-22,36;-6,62;-9,16;0,30;0,70;0,37;;;143.803,70;73,48;-16,43;-0,04;204.895.229,00
BALM3;20,00;3,00;8,95;1,62;0,90;51,82;11,93;13,25;9,94;9,11;-0,83;-0,14;1,19;2,32;-2,69;2,40;18,11;10,04;10,39;0,55;0,41;0,76;7,78;1,84;21.195,73;12,34;2,23;0,04;196.000.000,00
BALM4;19,00;3,53;8,50;1,54;0,85;51,82;11,93;13,25;9,45;9,11;-0,83;-0,14;1,13;2,20;-2,56;2,40;18,11;10,04;10,39;0,55;0,41;0,76;7,78;1,84;131.000,62;12,34;2,23;0,04;196.000.000,00
BAUH4;87,89;;21,35;4,88;3,19;21,72;11,40;11,43;21,41;20,49;-0,91;-0,21;2,44;67,39;-5,08;1,15;22,84;14,95;16,51;0,65;0,35;1,31;10,90;33,53;40.888,27;18,02;4,12;0,46;458.981.091,58
BAZA3;39,50;6,58;3,47;0,47;0,05;43,93;58,90;38,31;2,25;2,25;;;1,33;1,72;-0,06;;13,57;1,56;;0,11;0,89;0,04;-8,12;1,30;61.342,16;84,00;11,40;0,53;1.171.015.696,50
BBAS3;31,58;6,40;6,71;0,71;0,05;28,46;11,98;12,78;7,16;7,14;;;0,86;1,56;-0,05;13,92;10,57;0,71;;0,07;0,93;0,06;-11,56;-3,39;442.279.374,56;44,53;4,70;-0,26;89.171.777.662,40
BBDC3;20,86;5,25;10,50;1,41;0,15;36,57;20,60;22,22;11,32;12,33;;;2,33;1,92;-0,16;6,19;13,39;1,39;;0,10;0,90;0,06;-3,00;-2,54;198.108.037,67;14,84;1,99;3,38;218.443.841.983,64
BBDC4;24,71;4,87;12,43;1,67;0,17;36,57;20,60;22,22;13,41;12,33;;;2,76;2,28;-0,19;6,19;13,39;1,39;;0,10;0,90;0,06;-3,00;-2,54;912.375.643,52;14,84;1,99;4,00;218.443.841.983,64
BBML3;3.936,42;0,01;14.941,03;1.266,22;175,86;12,27;3,44;1,00;4.341,93;4.349,43;7,50;2,19;149,41;2.692,28;-320,05;1,17;8,47;1,18;6,61;0,14;0,86;1,18;45,38;25,57;;3,11;0,26;581,24;160.451.699.191,56
BBRK3;2,46;;-1,48;3,58;1,01;60,12;-118,42;-127,65;-1,59;-1,31;0,28;-0,62;1,89;-11,05;-1,39;0,75;-242,34;-68,06;-223,44;0,28;0,72;0,53;-9,38;;19.360.662,22;0,69;-1,67;0,12;187.691.059,36
BBSE3;22,69;5,96;11,50;6,33;4,39;;;;9,24;9,23;;;;25,57;-6,41;2,20;55,06;38,17;;0,69;0,31;0,00;;-1,76;137.589.689,41;3,58;1,97;-0,29;45.180.000.000,00
BDLL3;11,65;;-0,32;-0,11;0,03;-119,02;-353,49;-350,00;-0,31;-4,44;-4,11;;1,11;-0,08;-0,05;0,52;-35,27;-8,81;-89,53;-0,25;1,25;0,03;-46,07;;76.417,41;-104,27;-36,78;0,00;19.483.886,80
BDLL4;12,50;;-0,34;-0,12;0,03;-119,02;-353,49;-350,00;-0,34;-4,44;-4,11;;1,19;-0,08;-0,05;0,52;-35,27;-8,81;-89,53;-0,25;1,25;0,03;-46,07;;174.241,00;-104,27;-36,78;0,00;19.483.886,80
BEEF3;9,41;10,95;7,55;5,10;0,28;19,14;8,97;3,26;2,74;5,60;2,85;5,31;0,25;0,88;-0,88;1,90;67,61;3,77;14,26;0,06;0,94;1,16;15,30;;61.867.109,74;1,84;1,25;0,07;5.144.576.299,20
BEES3;5,10;4,67;7,67;0,91;0,05;51,44;22,72;14,43;4,87;5,08;;;1,11;0,35;-0,06;;11,91;0,65;;0,05;0,95;0,05;-7,16;7,23;302.916,22;5,58;0,67;-0,74;1.683.897.482,00
BEES4;5,96;4,00;8,96;1,07;0,06;51,44;22,72;14,43;5,69;5,08;;;1,29;0,41;-0,07;;11,91;0,65;;0,05;0,95;0,05;-7,16;7,23;69.703,96;5,58;0,67;-0,87;1.683.897.482,00
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-14,51;-0,29;;0,00;0,00;19,68;4,71;4,56;-0,39;0,97;0,03;0,00;;-3,40;;259.543,93;12.220,36;0,00;
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-14,51;-0,29;;0,00;0,00;19,68;4,71;4,56;-0,39;0,97;0,03;0,00;;-3,40;;259.543,93;12.220,36;0,00;
BGIP3;35,52;2,79;8,81;1,07;0,08;73,94;14,55;9,82;5,95;4,94;;;0,87;-0,50;-0,16;0,77;12,10;0,87;;0,07;0,93;0,09;0,74;14,88;26.780,25;33,30;4,03;-0,36;457.024.191,00
BGIP4;23,65;4,61;5,87;0,71;0,05;73,94;14,55;9,82;3,96;4,94;;;0,58;-0,33;-0,10;0,77;12,10;0,87;;0,07;0,93;0,09;0,74;14,88;34.650,00;33,30;4,03;-0,24;457.024.191,00
BIDI11;75,14;0,03;3.680,92;19,93;3,05;60,24;-5,79;1,61;-1.025,41;-1.022,41;;;59,42;-24,25;-5,45;0,78;0,54;0,08;;0,15;0,85;0,05;14,14;;280.023.518,00;3,77;0,02;-53,21;63.992.347.073,78
BIDI3;25,17;0,03;3.699,05;20,03;3,06;60,24;-5,79;1,61;-1.030,46;-1.022,41;;;59,71;-24,37;-5,47;0,78;0,54;0,08;;0,15;0,85;0,05;14,14;;14.563.913,37;1,26;0,01;-53,47;63.992.347.073,78
BIDI4;24,89;0,03;3.657,90;19,81;3,03;60,24;-5,79;1,61;-1.019,00;-1.022,41;;;59,05;-24,10;-5,41;0,78;0,54;0,08;;0,15;0,85;0,05;14,14;;95.889.126,48;1,26;0,01;-52,87;63.992.347.073,78
BIOM3;16,20;;-15,53;6,37;2,61;21,66;-92,41;-112,13;-18,84;-20,58;-1,62;0,55;17,42;9,24;-4,29;3,56;-41,04;-16,79;-16,28;0,41;0,59;0,15;;;137.134,52;2,54;-1,04;-0,84;1.104.656.150,80
BKBR3;11,12;;-5,54;1,82;0,83;59,01;-20,55;-25,67;-6,92;-7,42;-0,48;0,13;1,42;7,90;-1,09;1,80;-32,90;-15,01;-19,86;0,46;0,54;0,58;18,70;;26.010.929,04;6,10;-2,01;0,00;3.056.445.461,70
BLAU3;47,96;0,04;73,18;28,09;6,02;49,75;35,08;21,57;44,98;47,95;2,91;1,82;15,78;18,51;-16,65;2,04;38,38;8,23;13,26;0,21;0,79;0,38;;;11.901.083,00;1,71;0,66;;8.557.090.890,30
BMEB3;21,48;3,61;7,25;1,08;0,11;75,83;11,45;7,23;4,57;4,42;;;0,52;0,52;-0,20;1,73;14,95;1,45;;0,10;0,90;0,20;-9,42;12,08;17.336,28;19,82;2,96;0,41;1.080.462.336,98
BMEB4;19,59;4,36;6,61;0,99;0,10;75,83;11,45;7,23;4,17;4,42;;;0,48;0,48;-0,18;1,73;14,95;1,45;;0,10;0,90;0,20;-9,42;12,08;138.976,89;19,82;2,96;0,37;1.080.462.336,98
BMGB4;4,72;3,78;9,01;0,68;0,10;73,01;8,63;7,38;7,70;7,70;;;0,66;;-0,10;;7,60;1,06;;0,14;0,86;0,14;11,98;8,39;7.977.825,52;6,90;0,52;-0,51;2.758.689.304,03
BMIN3;23,51;;54,12;0,91;0,56;82,13;33,89;19,50;31,14;30,75;;;10,55;3,90;-0,75;2,25;1,68;1,03;;0,62;0,38;0,05;-1,79;-9,57;12.676,79;25,91;0,43;-2,03;112.013.064,57
BMIN4;21,50;6,51;49,50;0,83;0,51;82,13;33,89;19,50;28,48;30,75;;;9,65;3,57;-0,69;2,25;1,68;1,03;;0,62;0,38;0,05;-1,79;-9,57;22.289,83;25,91;0,43;-1,85;112.013.064,57
BMKS3;235,00;3,37;32,71;0,57;0,51;32,57;8,31;14,53;57,18;-20,05;-77,22;-0,77;4,75;0,67;-2,29;31,35;1,74;1,54;0,11;0,89;0,11;0,11;1,12;-20,41;149.607,21;412,22;7,18;1,15;106.866.250,00
BMOB3;22,72;;36,36;1,98;1,35;56,87;38,34;27,27;25,87;11,36;-14,67;-1,12;9,92;2,61;-8,17;2,62;5,45;3,71;4,76;0,68;0,32;0,14;;;20.788.820,81;11,46;0,62;;2.027.272.751,60
BNBR3;67,31;4,17;5,44;0,89;0,09;66,03;47,13;28,57;3,30;3,28;;;1,56;0,92;-0,17;1,31;16,34;1,73;;0,11;0,89;0,06;-9,48;27,23;36.103,00;75,66;12,37;-0,14;5.786.888.088,00
BOAS3;10,48;0,72;118,68;3.051,35;2.284,53;44,97;11,91;7,41;73,81;73,44;-0,02;-0,63;8,79;4.426,57;-5.653,89;7,46;2.571,14;1.925,00;3.033,17;0,75;0,25;259,95;;;8.281.086,96;0,00;0,09;-4,79;5.581.549.881,60
BOBR3;0,00;;0,00;0,00;0,00;34,84;6,49;-1,16;0,00;8,22;3,92;;0,00;0,00;0,00;0,53;-4,77;-2,00;319,46;-0,42;1,42;1,72;1,10;;;-1,04;-0,05;0,00;308.465.099,62
BOBR4;2,53;;-50,95;-2,43;1,02;34,84;6,49;-1,16;9,13;8,22;3,92;;0,59;-2,92;-1,67;0,53;-4,77;-2,00;319,46;-0,42;1,42;1,72;1,10;;1.528.690,22;-1,04;-0,05;-0,94;308.465.099,62
BPAC11;30,38;1,00;23,91;3,82;0,39;18,80;35,60;37,23;25,00;24,93;;;8,90;6,39;-1,29;1,09;15,98;1,61;;0,10;0,90;0,04;2,49;41,61;372.042.538,00;7,95;1,27;0,20;114.349.029.448,45
BPAC3;19,92;0,51;47,03;7,52;0,76;18,80;35,60;37,23;49,18;24,93;;;17,51;12,56;-2,53;1,09;15,98;1,61;;0,10;0,90;0,04;2,49;41,61;1.311.080,70;2,65;0,42;0,40;114.349.029.448,45
BPAC5;7,08;1,43;16,71;2,67;0,27;18,80;35,60;37,23;17,48;24,93;;;6,22;4,46;-0,90;1,09;15,98;1,61;;0,10;0,90;0,04;2,49;41,61;603.812,74;2,65;0,42;0,14;114.349.029.448,45
BPAN4;22,20;0,95;39,62;4,92;0,68;68,22;10,69;7,41;27,44;27,57;;;2,93;-3,93;-1,16;0,70;12,43;1,72;;0,14;0,86;0,23;4,82;34,24;145.303.199,78;4,51;0,56;-13,15;26.691.993.080,15
BPAR3;182,07;4,89;9,29;1.123,06;145,17;81,26;32,25;15,93;4,59;4,59;;;1,48;723,41;-181,61;;12.083,68;1.561,94;;0,13;0,87;98,07;3,12;3,40;;0,16;19,59;-0,23;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-24,79;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;64,50;7,68;7,21;1,85;1,68;;;;7,22;7,62;-0,40;-0,10;;211,35;-1,86;1,09;25,60;23,30;25,54;0,91;0,09;0,00;;;1.571.968,74;34,95;8,95;0,00;24.651.259.384,46
BRAP4;76,05;7,16;8,50;2,18;1,98;;;;8,52;7,62;-0,40;-0,10;;249,19;-2,19;1,09;25,60;23,30;25,54;0,91;0,09;0,00;;;162.740.336,11;34,95;8,95;0,00;24.651.259.384,46
BRBI11;21,53;;;;;;;;;;;;;;;;;;;;;;;;22.840.320,71;;0,00;;6.712.276.656,00
BRDT3;28,50;8,78;7,98;2,61;1,13;6,23;5,72;4,82;6,72;7,90;1,20;0,47;0,38;3,32;-2,28;3,13;32,78;14,23;17,39;0,43;0,57;2,95;-3,48;;439.855.324,74;10,90;3,57;0,07;32.421.950.000,00
BRFS3;26,47;;14,79;2,59;0,42;22,90;7,10;3,54;7,37;12,49;5,16;1,81;0,52;2,61;-0,79;1,51;17,52;2,83;8,31;0,16;0,84;0,80;4,16;-14,99;300.453.356,07;10,22;1,79;0,92;21.254.300.115,36
BRGE11;10,20;3,56;22,22;0,61;0,25;-431,40;277,43;172,09;13,79;-15,26;-29,10;-1,28;38,24;0,58;-0,62;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;3.211,57;16,86;0,46;-0,68;753.734.293,44
BRGE12;6,22;;13,55;0,37;0,15;-431,40;277,43;172,09;8,41;-15,26;-29,10;-1,28;23,32;0,35;-0,38;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;4.541,25;16,86;0,46;-0,41;753.734.293,44
BRGE3;8,88;;19,35;0,53;0,21;-431,40;277,43;172,09;12,00;-15,26;-29,10;-1,28;33,30;0,50;-0,54;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;6.074,08;16,86;0,46;-0,59;753.734.293,44
BRGE5;11,88;2,55;25,88;0,70;0,29;-431,40;277,43;172,09;16,06;-15,26;-29,10;-1,28;44,54;0,67;-0,72;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;3.267,50;16,86;0,46;-0,79;753.734.293,44
BRGE6;14,91;4,88;32,49;0,88;0,36;-431,40;277,43;172,09;20,15;-15,26;-29,10;-1,28;55,90;0,84;-0,91;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;1.491,00;16,86;0,46;-0,99;753.734.293,44
BRGE7;5,40;7,86;11,77;0,32;0,13;-431,40;277,43;172,09;7,30;-15,26;-29,10;-1,28;20,25;0,31;-0,33;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;;16,86;0,46;-0,36;753.734.293,44
BRGE8;9,75;3,11;21,24;0,58;0,24;-431,40;277,43;172,09;13,18;-15,26;-29,10;-1,28;36,56;0,55;-0,59;3,40;2,72;1,11;2,12;0,41;0,40;0,01;-1,53;-7,25;5.694,25;16,86;0,46;-0,65;753.734.293,44
BRIV3;10,11;0,05;11,19;0,58;0,05;19,66;17,92;11,83;7,38;6,97;;;1,32;0,42;-0,12;1,28;5,18;0,47;;0,09;0,91;0,04;-14,49;-2,44;19.659,21;17,46;0,90;0,42;846.234.882,69
BRIV4;8,70;6,65;9,63;0,50;0,05;19,66;17,92;11,83;6,35;6,97;;;1,14;0,37;-0,10;1,28;5,18;0,47;;0,09;0,91;0,04;-14,49;-2,44;22.751,67;17,46;0,90;0,36;846.234.882,69
BRKM3;56,55;;-82,19;104,79;0,48;25,18;9,17;-0,80;7,17;11,30;4,10;59,89;0,66;7,19;-0,83;1,19;-127,49;-0,58;15,45;0,00;1,02;0,73;4,54;;972.553,00;0,54;-0,69;0,88;45.421.268.456,92
BRKM5;57,53;;-83,62;106,61;0,49;25,18;9,17;-0,80;7,29;11,30;4,10;59,89;0,67;7,32;-0,84;1,19;-127,49;-0,58;15,45;0,00;1,02;0,73;4,54;;163.692.639,37;0,54;-0,69;0,90;45.421.268.456,92
BRKM6;39,00;;-56,69;72,27;0,33;25,18;9,17;-0,80;4,94;11,30;4,10;59,89;0,45;4,96;-0,57;1,19;-127,49;-0,58;15,45;0,00;1,02;0,73;4,54;;12.912,14;0,54;-0,69;0,61;45.421.268.456,92
BRML3;9,97;;-24,46;0,81;0,44;87,56;-40,70;-41,28;-24,81;-31,51;-6,70;0,22;10,10;4,91;-0,50;4,70;-3,29;-1,81;-3,45;0,55;0,42;0,04;-7,67;;165.117.534,30;12,37;-0,41;0,19;8.644.099.196,70
BRPR3;8,97;2,19;21,47;0,61;0,40;100,00;108,20;64,18;12,74;18,00;5,25;0,25;13,78;7,35;-0,44;2,44;2,82;1,86;2,54;0,66;0,34;0,03;-15,19;;19.318.387,41;14,82;0,42;-0,37;4.428.507.649,83
BRQB3;0,00;;0,00;0,00;0,00;33,03;11,55;6,97;0,00;-0,91;-0,91;-0,51;0,00;0,00;0,00;1,99;33,98;12,97;22,84;0,38;0,61;1,86;3,80;47,08;;0,82;0,28;0,00;0,00
BRSR3;13,99;5,40;7,64;0,67;0,06;73,88;13,83;10,33;5,71;5,44;;;0,79;1,28;-0,07;1,92;8,73;0,78;;0,09;0,91;0,08;-5,25;-6,77;225.008,56;20,98;1,83;-0,20;5.431.989.698,06
BRSR5;19,10;5,16;10,43;0,91;0,08;73,88;13,83;10,33;7,79;5,44;;;1,08;1,75;-0,09;1,92;8,73;0,78;;0,09;0,91;0,08;-5,25;-6,77;19.490,67;20,98;1,83;-0,27;5.431.989.698,06
BRSR6;12,68;5,96;6,92;0,60;0,05;73,88;13,83;10,33;5,17;5,44;;;0,72;1,16;-0,06;1,92;8,73;0,78;;0,09;0,91;0,08;-5,25;-6,77;22.270.687,67;20,98;1,83;-0,18;5.431.989.698,06
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;1.097.133,50;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;34,10;5,58;26,96;5,99;0,45;75,89;26,24;18,59;19,09;17,78;;;5,01;-2,20;-0,53;0,43;22,22;1,66;;0,07;0,93;0,09;-2,43;29,66;15.517,95;5,69;1,27;966,91;11.536.706.975,00
BSLI4;23,83;8,78;18,84;4,19;0,31;75,89;26,24;18,59;13,34;17,78;;;3,50;-1,54;-0,37;0,43;22,22;1,66;;0,07;0,93;0,09;-2,43;29,66;40.213,08;5,69;1,27;675,70;11.536.706.975,00
